Date,Date,Units,income,riskscore,subscribed,opened,Price,return-N6M,return-HYG,return-IVV,DATE,rtn-N6M,rtn-HYG,rtn-IVV,vol_N6M,vol_HYG,vol_IVV,TRate_y,FRSC_y,SCRate_y,gen_F,gen_M,ed_Deg or abv,ed_H.Sch/Dip.,ed_Sec. or below,TransactionCount
2019-08-26,2019/8/26,30.550817600000002,324465.7233,3,0,0,86.980003,0.0,0.0,0.0,2019-08-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.030000000000000006,0,1,1,0,0,30
2019-12-05,2019/12/5,0.0,324465.7233,3,0,0,86.809998,0.0,0.0015,0.002107,2019-12-05,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.030000000000000006,0,1,1,0,0,30
2019-12-16,2019/12/16,-238.5377205,324465.7233,3,0,0,11.04,-0.0009050000000000001,0.0019399999999999999,0.000752,2019-12-16,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.030000000000000006,0,1,1,0,0,30
2020-03-02,2020/3/2,120.4539561,324465.7233,3,0,0,86.309998,-0.006189,0.0031379999999999997,0.048968,2020-03-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.030000000000000006,0,1,1,0,0,30
2020-03-25,2020/3/25,0.0,324465.7233,3,0,0,73.470001,0.010204000000000001,0.028127999999999997,0.0064670000000000005,2020-03-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.030000000000000006,0,1,1,0,0,30
2019-08-26,2019/8/26,238.5377205,324465.7233,3,0,0,11.14,0.0,0.0,0.0,2019-08-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.030000000000000006,0,1,1,0,0,30
2020-03-02,2020/3/2,924.9449032,324465.7233,3,0,0,11.24,-0.006189,0.0031379999999999997,0.048968,2020-03-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.030000000000000006,0,1,1,0,0,30
2020-03-25,2020/3/25,0.0,324465.7233,3,0,0,9.9,0.010204000000000001,0.028127999999999997,0.0064670000000000005,2020-03-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.5,0.030000000000000006,0,1,1,0,0,30
2019-12-06,2019/12/6,13.176131400000001,40206.16338,4,0,0,86.93,0.0,0.001382,0.008922,2019-12-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6666666666666667,0.03,0,1,1,0,0,9
2019-12-06,2019/12/6,104.0327977,40206.16338,4,0,0,11.01,0.0,0.001382,0.008922,2019-12-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.6666666666666667,0.03,0,1,1,0,0,9
2020-02-12,2020/2/12,27.98970615,25580.11645,4,0,0,88.379997,0.0,0.0026089999999999998,0.006412999999999999,2020-02-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8,0.03,1,0,0,0,1,15
2020-03-18,2020/3/18,17.08562398,25580.11645,4,0,0,72.989998,0.0,-0.044133,-0.05567999999999999,2020-03-18,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8,0.03,1,0,0,0,1,15
2020-02-12,2020/2/12,219.30231780000003,25580.11645,4,0,0,11.28,0.0,0.0026089999999999998,0.006412999999999999,2020-02-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,1.8,0.03,1,0,0,0,1,15
2019-10-09,2019/10/9,0.0,110118.9425,5,0,0,292.880005,0.0,0.003022,0.009479000000000001,2019-10-09,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,1,0,0,18
2019-12-10,2019/12/10,27.9372972,110118.9425,5,0,0,315.369995,-0.000908,0.002416,-0.001045,2019-12-10,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,1,0,0,18
2019-11-19,2019/11/19,-11.86468932,152825.5386,5,0,0,313.679993,-0.003604,-0.0035700000000000003,-0.000223,2019-11-19,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6363636363636362,0.042727272727272725,0,1,1,0,0,33
2019-12-23,2019/12/23,7.36792727,152825.5386,5,0,0,322.609985,0.000907,0.00045599999999999997,0.000713,2019-12-23,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6363636363636362,0.042727272727272725,0,1,1,0,0,33
2020-01-24,2020/1/24,-10.1483231,152825.5386,5,0,0,330.230011,0.0,-0.004202,-0.009092,2020-01-24,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6363636363636362,0.042727272727272725,0,1,1,0,0,33
2019-11-19,2019/11/19,43.01567029,152825.5386,5,0,0,86.519997,-0.003604,-0.0035700000000000003,-0.000223,2019-11-19,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6363636363636362,0.042727272727272725,0,1,1,0,0,33
2020-01-24,2020/1/24,38.21736539,152825.5386,5,0,0,87.690002,0.0,-0.004202,-0.009092,2020-01-24,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6363636363636362,0.042727272727272725,0,1,1,0,0,33
2019-09-06,2019/9/6,0.0,59029.702529999995,5,0,0,299.829987,-0.007206999999999999,0.000919,0.000667,2019-09-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0,36
2020-01-28,2020/1/28,0.0,59029.702529999995,5,0,0,328.329987,0.001786,0.008611,0.01065,2020-01-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0,36
2020-02-25,2020/2/25,0.0,59029.702529999995,5,0,0,314.119995,0.000883,-0.006981,-0.029985,2020-02-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0,36
2020-03-04,2020/3/4,0.0,59029.702529999995,5,0,0,314.75,0.0,0.013731,0.043947,2020-03-04,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0,36
2020-03-16,2020/3/16,1.321781635,59029.702529999995,5,0,0,240.11999500000002,0.002804,-0.054965999999999994,-0.11574300000000001,2020-03-16,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0,36
2020-03-20,2020/3/20,-1.321781635,59029.702529999995,5,0,0,231.16000400000001,0.007121,-0.022425,-0.04503,2020-03-20,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0,36
2020-03-25,2020/3/25,0.0,59029.702529999995,5,0,0,247.47000099999997,0.010204000000000001,0.028127999999999997,0.0064670000000000005,2020-03-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0,36
2019-09-06,2019/9/6,0.0,59029.702529999995,5,0,0,87.139999,-0.007206999999999999,0.000919,0.000667,2019-09-06,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0,36
2020-01-28,2020/1/28,0.0,59029.702529999995,5,0,0,87.849998,0.001786,0.008611,0.01065,2020-01-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0,36
2020-02-25,2020/2/25,0.0,59029.702529999995,5,0,0,86.769997,0.000883,-0.006981,-0.029985,2020-02-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0,36
2020-03-25,2020/3/25,0.0,59029.702529999995,5,0,0,73.470001,0.010204000000000001,0.028127999999999997,0.0064670000000000005,2020-03-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,1,0,0,36
2019-12-13,2019/12/13,-4.85154944,124125.4999,5,0,0,319.079987,0.0,0.0010279999999999998,0.00034500000000000004,2019-12-13,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,1,0,42
2020-03-03,2020/3/3,-2.29445816,124125.4999,5,0,0,301.5,0.0008900000000000001,-0.004287,-0.028673,2020-03-03,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,1,0,42
2020-03-16,2020/3/16,30.49328883,124125.4999,5,0,0,240.11999500000002,0.002804,-0.054965999999999994,-0.11574300000000001,2020-03-16,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,1,0,42
2020-03-26,2020/3/26,-35.18204702,124125.4999,5,0,0,262.369995,0.008081,0.045732999999999996,0.060209000000000006,2020-03-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,1,0,42
2019-12-13,2019/12/13,17.66958469,124125.4999,5,0,0,87.610001,0.0,0.0010279999999999998,0.00034500000000000004,2019-12-13,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,1,0,42
2020-03-03,2020/3/3,8.049559217999999,124125.4999,5,0,0,85.940002,0.0008900000000000001,-0.004287,-0.028673,2020-03-03,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,1,0,42
2020-03-26,2020/3/26,120.14464740000001,124125.4999,5,0,0,76.83000200000001,0.008081,0.045732999999999996,0.060209000000000006,2020-03-26,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.5714285714285716,0.04142857142857143,0,1,0,1,0,42
2019-12-18,2019/12/18,15.20377157,369346.5807,4,0,0,88.209999,0.006375,0.0018170000000000003,6.3e-05,2019-12-18,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0032499999999999994,1.875,0.0,0,1,0,0,1,24
2020-02-21,2020/2/21,121.73064209999998,369346.5807,4,0,0,88.33000200000001,0.001771,-0.0009050000000000001,-0.010281,2020-02-21,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0032499999999999994,1.875,0.0,0,1,0,0,1,24
2020-03-09,2020/3/9,428.31877410000004,369346.5807,4,0,0,11.29,-0.007909000000000001,-0.043033999999999996,-0.080013,2020-03-09,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0032499999999999994,1.875,0.0,0,1,0,0,1,24
2020-03-10,2020/3/10,21.57482472,369346.5807,4,0,0,82.639999,0.005314,0.015358000000000002,0.053675,2020-03-10,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0032499999999999994,1.875,0.0,0,1,0,0,1,24
2019-10-25,2019/10/25,5.044734494,120357.9226,5,1,1,303.309998,0.00271,0.000802,0.003972,2019-10-25,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,0,1,0,1,0,18
2019-10-02,2019/10/2,-0.136532876,20472.16172,5,1,1,289.630005,0.003636,-0.005888,-0.017904,2019-10-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,0,0,1,27
2020-03-12,2020/3/12,1.7530558,20472.16172,5,1,1,248.960007,-0.014493,-0.039955000000000004,-0.096236,2020-03-12,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,0,0,1,27
2019-10-02,2019/10/2,0.45922677,20472.16172,5,1,1,86.110001,0.003636,-0.005888,-0.017904,2019-10-02,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.6666666666666665,0.043333333333333335,1,0,0,0,1,27
2020-01-28,2020/1/28,51.31572452,231249.6613,5,0,0,328.329987,0.001786,0.008611,0.01065,2020-01-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.04250000000000001,0,1,1,0,0,24
2020-01-28,2020/1/28,191.787041,231249.6613,5,0,0,87.849998,0.001786,0.008611,0.01065,2020-01-28,1.0170556552962298,0.9619452186038671,1.1202789322615627,0.36737010865705144,4.43559870281094,22.10263252209494,0.0,2.625,0.04250000000000001,0,1,1,0,0,24
