,riskscore,SCRate,TrailerRate,Price,Vol,return-N6M,return-HYG,return-IVV,AUM,Open,Gender,age,income,counts,sub,ed_Deg or abv,ed_H.Sch/Dip.,FRC
0,5,0.03,0.0,86.980003,14187800,0.0,0.0,0.0,396.1728775967402,0,1,31,89953.0792779076,4.554758150522715,0,0,1,2
1,5,0.03,0.0,86.300003,11351300,0.0,0.003022,0.009479000000000001,3820.9214780421003,1,1,33,103063.060048064,44.27487074411921,1,0,1,2
2,5,0.03,0.0,86.519997,20175500,-0.003604,-0.0035700000000000007,-0.000223,2003.354360232489,1,1,42,71597.6145945062,23.154813103293204,1,0,1,2
3,5,0.03,0.0,88.209999,31575700,0.006375,0.0018170000000000005,6.3e-05,1657.2336407851606,1,0,47,53341.786595066114,18.787367187082282,1,0,1,2
4,5,0.03,0.0,87.91999799999998,11627100,0.0,-0.000455,-0.000185,4161.82298660854,1,1,46,75276.1850864249,47.33647726662302,1,0,1,2
5,5,0.03,0.0,86.769997,68415100,0.000883,-0.006981,-0.029985,5223.95080818572,1,1,54,79338.8355614808,60.20457518496538,1,0,1,2
6,5,0.03,0.0,86.309998,72357700,-0.006189,0.0031379999999999997,0.048968,1034.7677108540697,0,0,54,60331.5779608507,11.988966919615386,1,0,1,2
7,5,0.03,0.0,85.940002,58721000,0.0008900000000000002,-0.004287,-0.028673,2980.698212571911,1,0,43,79528.9787327615,34.683478510646424,1,0,1,2
8,5,0.03,0.0,77.300003,46291400,0.008876,0.026014999999999996,0.034184,2082.08408998201,0,1,40,100420.613950701,26.9351100799053,0,0,1,2
9,5,0.03,0.0,80.43,33630600,-0.002849,0.001993,-0.010098000000000001,1913.35843674425,0,1,34,78493.3030234163,23.789113971705213,1,0,1,2
10,5,0.03,0.0,78.68,31859400,0.0,-0.021758,-0.026206,922.64051235457,1,0,37,77264.8126276841,11.72649354797369,1,0,1,2
11,5,0.03,0.0,78.57,20400900,0.0,-0.001398,0.0038799999999999998,2128.39687243028,0,0,41,89302.0056104375,27.08917999783989,0,0,1,2
12,5,0.03,0.0,80.199997,18536500,0.0,0.001248,-0.010303,1709.10639441712,0,1,40,84324.0874709795,21.31055434350104,1,0,1,2
13,5,0.03,0.0,82.720001,46987000,0.0009289999999999999,0.00364,0.004915,2444.3225528319213,1,0,46,85756.4166558399,29.54935352130764,1,0,1,2
14,5,0.03,0.0,83.93,35991000,0.002806,0.004668,0.013453,3353.0146064030487,1,1,49,70915.8755176317,39.95013232935838,1,0,1,2
15,5,0.03,0.0,83.900002,28412400,0.0036869999999999997,-0.007804999999999999,-0.007367,-533.502808216168,0,0,41,60029.5599413519,-6.358793748493213,1,0,1,2
16,5,0.03,0.0,81.620003,40554300,-0.006381,0.009149,0.013184999999999999,4084.20488606181,0,1,56,100453.484207255,50.039264101249906,1,0,1,2
17,5,0.03,0.0,85.389999,28624400,0.0017870000000000004,0.001877,0.007871,391.2093761377896,0,0,37,65365.6948844516,4.581442566099453,0,0,1,2
18,5,0.03,0.0,84.58000200000002,13756500,-0.0008810000000000002,0.005947,0.0032229999999999997,1891.5131897655606,0,0,47,95513.77330243448,22.363598309746546,0,0,1,2
19,5,0.03,0.0,88.209999,31575700,0.006375,0.0018170000000000005,6.3e-05,4491.06889249801,1,0,46,113426.396175049,50.91337652660001,1,0,1,2
20,5,0.03,0.0,88.309998,15756600,0.003633,0.004207,0.009529000000000001,-759.5636885385069,0,1,27,93356.70947358961,-8.601106394980407,1,0,1,2
21,5,0.03,0.0,88.400002,24637900,0.0,0.000226,0.00225,162.70764459571,1,0,28,65162.6169273178,1.8405841732414208,1,0,1,2
22,5,0.03,0.0,88.43,22349200,0.001795,0.000339,0.008312,3114.05343471778,1,0,46,60750.0962121841,35.21489805176727,1,0,1,2
23,5,0.03,0.0,87.690002,40838300,0.0,-0.004202,-0.009092,3128.12525317319,1,1,40,67259.3718677383,35.6725417017688,1,0,1,2
24,5,0.03,0.0,81.389999,73609600,-0.007909000000000001,-0.043033999999999996,-0.080013,1073.1270497102105,0,1,43,80009.8529470571,13.184998929785099,0,0,1,2
25,5,0.03,0.0,71.459999,51304000,-0.010101,0.041236,0.094503,2959.50198092341,1,0,33,95608.1187460676,41.41480579818382,1,0,1,2
26,5,0.03,0.0,81.519997,37632800,-0.011385,0.004188,0.03035,4161.255436343889,0,0,56,96101.1749373765,51.0458242085545,0,0,1,2
27,5,0.03,0.0,80.43,33630600,-0.002849,0.001993,-0.010098000000000001,1036.6567031980496,1,0,31,92546.07164300821,12.888930786995518,1,0,1,2
28,5,0.03,0.0,80.199997,18536500,0.0,0.001248,-0.010303,2857.5973978999896,1,0,32,100293.37082731699,35.63089158095592,1,0,1,2
29,5,0.03,0.0,81.629997,48794500,0.0,-0.025662,-0.057855,4877.94573848936,1,0,58,75187.2711557181,59.75677958789292,1,0,1,2
30,5,0.03,0.0,82.440002,36155600,-0.002755,0.009923000000000001,0.0125,1225.20795104432,1,0,33,72704.9705528158,14.861813698698356,1,0,1,2
31,5,0.03,0.0,82.089996,43720600,0.001823,-0.010248,-0.025255,3564.38775566211,0,0,53,100903.209867943,43.42048884570673,1,0,1,2
32,5,0.03,0.0,81.620003,40554300,-0.006381,0.009149,0.013184999999999999,216.55354607702998,1,0,44,56411.9198382189,2.6531920867122487,1,0,1,2
33,5,0.03,0.0,82.424999,21827700,0.0,0.003592,0.007673,2884.1597934840397,1,0,48,80398.8020740578,34.9913233663981,1,0,1,2
34,5,0.03,0.0,83.209999,21291300,-0.007253,0.005679999999999999,0.009339,2042.0864069722,0,1,43,101885.276948285,24.541358388577795,0,0,1,2
35,5,0.03,0.0,84.800003,12931500,-0.0008990000000000002,0.002364,0.007356999999999998,3331.21233055617,0,0,39,125881.47177676,39.28316288569199,1,0,1,2
36,4,0.03,0.0,86.949997,11813000,-0.00271,-0.0008039999999999999,-0.00183,2316.48444759965,1,0,42,86650.9448443606,26.641570184293972,1,0,1,2
37,4,0.03,0.0,87.110001,24566400,-0.017730000000000003,-0.001261,0.003148,-746.3963320925529,0,1,31,71346.6365237532,-8.568434433751793,1,0,1,2
38,4,0.03,0.0,88.129997,17936900,0.002705,-0.0010199999999999999,0.003953,-2549.6626648845004,1,0,26,82696.6165923587,-28.93070182317719,1,0,1,2
39,4,0.03,0.0,11.3,8500,0.001773,0.00033999999999999997,-0.001239,1009.3291392504201,0,0,42,66460.9054694049,89.32116276552387,1,0,1,1
40,4,0.03,0.0,86.040001,99309800,-0.0035240000000000002,0.004084,-0.009373999999999999,3813.714475732429,1,0,46,103416.069369441,44.32490041152404,1,0,1,2
41,4,0.03,0.0,11.29,41700,-0.007909000000000001,-0.043033999999999996,-0.080013,510.73041586699003,0,1,27,100944.230806401,45.237415045791856,0,0,1,1
42,4,0.03,0.0,81.519997,37632800,-0.011385,0.004188,0.03035,1348.5804226836801,1,1,28,76459.74718993429,16.542940043087587,1,0,1,2
43,4,0.03,0.0,79.099998,15720900,0.008621,0.0088,0.022639,1578.2763111944894,0,0,49,63123.8041345863,19.9529247926718,0,0,1,2
44,4,0.03,0.0,10.4,3800,-0.012346,-0.0005059999999999999,-0.000286,220.4759580187299,0,1,31,86529.91360933,21.1996113479548,1,0,1,1
45,4,0.03,0.0,83.239998,39432300,0.002762,0.009704,0.005011,2417.51408167533,1,1,70,48160.6887832615,29.042697498326827,1,0,1,2
46,4,0.03,0.0,82.489998,17903400,-0.000455,0.003406,0.010072,1530.4895489383198,1,1,31,80755.739490962,18.5536378475645,1,0,1,2
47,4,0.03,0.0,84.58000200000002,14862900,0.006301,-0.002594,-0.006163,4601.905336266429,0,0,54,104666.03197004301,54.40890550305765,0,0,1,2
48,4,0.03,0.0,85.379997,13258600,0.000886,0.00223,0.006778,4620.25250641526,1,1,44,117248.105694033,54.11399237242021,1,0,1,2
49,4,0.03,0.0,85.129997,16058100,0.0017649999999999999,0.004602,0.010268000000000001,-1943.0002259888406,1,1,23,51545.497173538606,-22.82391982216141,1,0,1,2
50,5,0.03,0.0,87.16999799999998,13873100,0.0,-0.000688,-0.0020050000000000003,2432.6173007954603,0,1,50,79777.74490048019,27.90658892518801,0,0,1,2
51,5,0.03,0.0,86.93,16094700,0.0,0.001382,0.008922,869.54250652466,0,0,30,110863.466878139,10.002789675884731,0,0,1,2
52,5,0.03,0.0,87.610001,18088100,0.0,0.0010279999999999998,0.00034500000000000004,1431.7631182887806,1,1,23,98262.1372997153,16.342462069927162,1,0,1,2
53,5,0.03,0.0,87.66999799999998,25063800,-0.0026739999999999997,0.005967,0.015512,1160.57868487591,0,1,39,103825.762914013,13.2380370862551,0,0,1,2
54,5,0.03,0.0,81.519997,37632800,-0.011385,0.004188,0.03035,1815.91996195314,1,1,40,71517.9151688868,22.275760902605768,1,0,1,2
55,5,0.03,0.0,79.059998,23896700,-0.012346,-0.0005059999999999999,-0.000286,3878.93278660587,1,1,37,109484.332367523,49.063153108173246,1,0,1,2
56,5,0.03,0.0,80.43,33630600,-0.002849,0.001993,-0.010098000000000001,4742.60118893952,1,0,61,67339.0300496643,58.96557489667438,1,0,1,2
57,5,0.03,0.0,83.540001,35930900,-0.007428,0.009913,0.008315000000000001,4214.7358799471995,0,0,50,88575.68323573,50.45170971385552,1,0,1,2
58,5,0.03,0.0,84.75,19912800,0.003543,0.003315,0.003071,2542.499008989011,1,1,51,57284.6258969323,29.999988306655002,1,0,1,2
59,2,0.03,0.0,11.09,3000,0.0009029999999999999,0.003134,0.013628,-1022.344354413477,0,0,37,50630.9752715129,-92.18614557380316,1,0,1,1
60,2,0.03,0.0,11.01,194500,0.0,0.001382,0.008922,-709.2013093784683,0,0,39,54513.5121424057,-64.41428786362108,1,0,1,1
61,2,0.03,0.0,11.32,1800,0.000884,-0.010754999999999999,-0.033372000000000006,3230.8568595863208,0,1,42,125495.339990078,285.411383355682,0,0,1,1
62,2,0.03,0.0,11.25,16700,0.0008900000000000002,-0.004287,-0.028673,380.16529376681,0,1,43,67516.5929458219,33.79247055704978,0,0,1,1
63,2,0.03,0.0,82.940002,17438000,0.00366,0.001449,0.004071,559.9076819370299,0,0,44,84724.0104562792,6.750755587599695,0,0,1,2
64,2,0.03,0.0,10.95,225500,-0.007253,0.005679999999999999,0.009339,2564.4435189912697,1,1,55,63131.8525668466,234.19575515902008,1,0,1,1
65,2,0.03,0.0,11.36,1500,0.0017640000000000004,0.00023700000000000001,0.013946,-1290.286143327292,0,0,47,46285.187372173,-113.58152670134615,1,0,1,1
66,2,0.03,0.0,11.1,5100,-0.004484,0.003921,0.013085,3570.8515287398604,0,1,74,75969.2047373122,321.69833592250995,1,0,0,1
67,2,0.03,0.0,87.07,14814300,0.0027170000000000002,0.0013800000000000002,0.002799,1905.1812297898803,0,1,51,66964.822907966,21.881029399217645,1,0,0,2
68,2,0.03,0.0,11.1,9900,0.00271,0.000802,0.003972,3960.0658617639397,0,1,51,90550.09507325733,356.7626902490036,1,0,0,1
69,2,0.03,0.0,11.07,3700,-0.0018030000000000001,0.0009220000000000001,0.002226,1058.1525770928802,0,1,23,100218.85988920099,95.58740533811022,1,0,0,1
70,2,0.03,0.0,88.400002,11398800,-0.0017699999999999999,-0.000113,0.0014470000000000002,-1486.111193078299,0,0,34,52569.5519028926,-16.811212211039305,0,0,0,2
71,2,0.03,0.0,10.28,0,0.0,-0.044133,-0.05567999999999999,-1744.3228728635718,0,1,26,41678.4810566855,-169.68121331357702,0,0,0,1
72,2,0.03,0.0,9.9,5100,0.0,-0.016057,-0.028162,-646.9649859866598,0,1,39,63136.5390708508,-65.34999858451108,1,0,0,1
73,2,0.03,0.0,9.9,11400,0.010204000000000001,0.028127999999999997,0.0064670000000000005,-915.79263720485,0,1,31,46481.325325884805,-92.50430678836872,0,0,0,1
74,2,0.03,0.0,10.23,2300,0.0,0.065459,0.014981999999999999,-2508.5298177481,0,0,45,18757.414520053102,-245.2130809137928,0,0,0,1
75,2,0.03,0.0,10.42,57000,-0.011385,0.004188,0.03035,-337.450067562042,0,1,54,49573.48164632781,-32.384843336088494,0,0,0,1
76,2,0.03,0.0,83.239998,39432300,0.002762,0.009704,0.005011,343.26128774505014,0,0,41,89087.904247236,4.123754156566055,1,0,0,2
77,2,0.03,0.0,10.98,5300,0.0,-0.0066489999999999995,-0.010306000000000001,3163.8943838819514,0,1,52,85578.80861268571,288.150672484695,0,0,0,1
78,2,0.03,0.0,10.98,2600,0.0,0.002677,0.007461,-1518.8347835159439,0,1,32,66223.8558790787,-138.3273937628364,1,0,0,1
79,5,0.03,0.0,86.940002,14722700,0.0,-0.00045999999999999996,-0.003832,5409.04664712234,1,0,56,105371.55288598801,62.2158560235867,1,1,0,2
80,5,0.03,0.0,87.269997,13999200,-0.004529,-0.00011499999999999999,0.007234,5636.5754077128295,1,1,37,99282.18648939447,64.58778046838742,1,1,0,2
81,5,0.03,0.0,86.519997,20175500,-0.003604,-0.0035700000000000007,-0.000223,1970.0579912914002,1,0,46,52833.8599820713,22.769972949622268,1,1,0,2
82,5,0.03,0.0,86.68,12406800,-0.0036200000000000004,0.003009,0.006201,2421.5681266887,1,0,43,76109.1759474158,27.936872712144666,1,1,0,2
83,5,0.03,0.0,86.93,16094700,0.0,0.001382,0.008922,524.9947351896701,1,1,21,70949.654898174,6.039281435519039,1,1,0,2
84,5,0.03,0.0,87.720001,31918800,0.000908,-0.00148,0.005113,3472.07838504539,1,1,46,71030.3136177813,39.58137648727786,1,1,0,2
85,5,0.03,0.0,87.8950005,21827700,0.0,0.00074,0.002588,1489.5259388588406,0,0,45,85885.1731601982,16.946651463513447,1,1,0,2
86,5,0.03,0.0,88.16999799999998,19724900,0.001791,-0.001076,-0.0010810000000000001,3642.9309719781504,1,0,47,79714.3996536616,41.31712662597714,1,1,0,2
87,5,0.03,0.0,86.040001,99309800,-0.0035240000000000002,0.004084,-0.009373999999999999,5702.18282606616,1,1,49,111532.419578816,66.27362575305129,1,1,0,2
88,5,0.03,0.0,85.050003,69860600,0.003527,-0.011276000000000001,-0.016658000000000003,663.6861703802695,0,0,39,89228.2789719376,7.803482033742777,0,1,0,2
89,5,0.03,0.0,80.839996,60006600,-0.027313,-0.021781000000000002,-0.048627,4974.71276583034,1,1,44,108289.678585853,61.53776610565814,1,1,0,2
90,5,0.03,0.0,73.470001,45692600,0.010204000000000001,0.028127999999999997,0.0064670000000000005,985.67706731183,0,0,30,96176.27669757,13.416048099847307,0,1,0,2
91,5,0.03,0.0,75.339996,32347800,0.0,0.024337,0.067384,1088.8386776029995,0,1,38,74965.494501886,14.452332564538489,1,1,0,2
92,5,0.03,0.0,78.410004,42335600,-0.010426999999999999,-0.01828,-0.030447000000000002,1879.5412494531101,0,0,39,94879.18505060492,23.97068171879076,1,1,0,2
93,5,0.03,0.0,78.800003,18823300,0.0,-0.005678,-0.006581999999999999,747.7146746129903,0,1,42,49237.3369515104,9.48876454500884,0,1,0,2
94,5,0.03,0.0,82.41999799999998,32286100,0.0037310000000000004,0.00402,0.004047,3998.455085504671,1,0,50,93490.013003029,48.513166495159,1,1,0,2
